stop_id,stop_name,route_id,sequence,latitude,longitude
S-001444,Stop 01444,R-0089,12,23.119704,72.617052
S-001445,Stop 01445,R-0089,13,23.112663,72.6185
S-001446,Stop 01446,R-0089,14,23.115906,72.618304
S-001447,Stop 01447,R-0089,15,23.110934,72.609481
S-001448,Stop 01448,R-0089,16,23.114263,72.612525
S-001449,Stop 01449,R-0089,17,23.115292,72.61216
S-001450,Stop 01450,R-0089,18,23.113513,72.607416
S-001451,Stop 01451,R-0089,19,23.112341,72.608686
S-001452,Stop 01452,R-0090,1,22.934995,72.717881
S-001453,Stop 01453,R-0090,2,22.945543,72.70289
S-001454,Stop 01454,R-0090,3,22.96294,72.696818
S-001455,Stop 01455,R-0090,4,22.972146,72.687516
S-001456,Stop 01456,R-0090,5,22.984155,72.67213
S-001457,Stop 01457,R-0090,6,22.995626,72.667934
S-001458,Stop 01458,R-0090,7,23.009842,72.654254
S-001459,Stop 01459,R-0090,8,23.023527,72.651031
S-001460,Stop 01460,R-0090,9,23.040959,72.636855
S-001461,Stop 01461,R-0090,10,23.048047,72.63011
S-001462,Stop 01462,R-0090,11,23.062812,72.618938
S-001463,Stop 01463,R-0090,12,23.080241,72.616449
S-001464,Stop 01464,R-0090,13,23.089736,72.605031
S-001465,Stop 01465,R-0090,14,23.101254,72.5962
S-001466,Stop 01466,R-0090,15,23.120321,72.578973
S-001467,Stop 01467,R-0090,16,23.131414,72.569774
S-001468,Stop 01468,R-0091,1,23.189798,72.713812
S-001469,Stop 01469,R-0091,2,23.181025,72.70096
S-001470,Stop 01470,R-0091,3,23.169192,72.699179
S-001471,Stop 01471,R-0091,4,23.166754,72.68557
S-001472,Stop 01472,R-0091,5,23.159899,72.676482
S-001473,Stop 01473,R-0091,6,23.150636,72.668291
S-001474,Stop 01474,R-0091,7,23.138586,72.659528
S-001475,Stop 01475,R-0091,8,23.128434,72.652962
S-001476,Stop 01476,R-0091,9,23.116207,72.652778
S-001477,Stop 01477,R-0091,10,23.11222,72.637041
S-001478,Stop 01478,R-0091,11,23.100682,72.635191
S-001479,Stop 01479,R-0091,12,23.089437,72.621254
S-001480,Stop 01480,R-0091,13,23.079295,72.615309
S-001481,Stop 01481,R-0091,14,23.068629,72.605131
S-001482,Stop 01482,R-0091,15,23.062233,72.606632
S-001483,Stop 01483,R-0091,16,23.048468,72.59353
S-001484,Stop 01484,R-0091,17,23.0368,72.589421
S-001485,Stop 01485,R-0091,18,23.033038,72.577724
S-001486,Stop 01486,R-0091,19,23.020164,72.575743
S-001487,Stop 01487,R-0091,20,23.014086,72.565251
S-001488,Stop 01488,R-0091,21,23.005701,72.552182
S-001489,Stop 01489,R-0091,22,22.997066,72.545408
S-001490,Stop 01490,R-0091,23,22.984899,72.542069
S-001491,Stop 01491,R-0092,1,22.908553,72.718624
S-001492,Stop 01492,R-0092,2,22.910087,72.719608
S-001493,Stop 01493,R-0092,3,22.914873,72.736381
S-001494,Stop 01494,R-0092,4,22.920933,72.740982
S-001495,Stop 01495,R-0092,5,22.919936,72.759898
S-001496,Stop 01496,R-0092,6,22.930086,72.768005
S-001497,Stop 01497,R-0092,7,22.934847,72.775181
S-001498,Stop 01498,R-0092,8,22.933312,72.788043
S-001499,Stop 01499,R-0092,9,22.939555,72.792855
S-001500,Stop 01500,R-0092,10,22.949551,72.806717
S-001501,Stop 01501,R-0092,11,22.949531,72.815168
S-001502,Stop 01502,R-0092,12,22.956717,72.824476
S-001503,Stop 01503,R-0092,13,22.956204,72.836411
S-001504,Stop 01504,R-0092,14,22.966253,72.846044
S-001505,Stop 01505,R-0092,15,22.971833,72.862793
S-001506,Stop 01506,R-0092,16,22.973656,72.864693
S-001507,Stop 01507,R-0092,17,22.974252,72.877318
S-001508,Stop 01508,R-0092,18,22.979926,72.888389
S-001509,Stop 01509,R-0093,1,23.163297,72.696411
S-001510,Stop 01510,R-0093,2,23.163057,72.704934
S-001511,Stop 01511,R-0093,3,23.1621,72.704499
S-001512,Stop 01512,R-0093,4,23.162288,72.708819
S-001513,Stop 01513,R-0093,5,23.156902,72.720037
S-001514,Stop 01514,R-0093,6,23.164641,72.717018
S-001515,Stop 01515,R-0093,7,23.163466,72.72753
S-001516,Stop 01516,R-0093,8,23.158357,72.727457
S-001517,Stop 01517,R-0094,1,22.916822,72.87253
S-001518,Stop 01518,R-0094,2,22.92204,72.869713
S-001519,Stop 01519,R-0094,3,22.931556,72.867965
S-001520,Stop 01520,R-0094,4,22.938334,72.866309
S-001521,Stop 01521,R-0094,5,22.940848,72.862897
S-001522,Stop 01522,R-0094,6,22.9481,72.867893
S-001523,Stop 01523,R-0094,7,22.955364,72.86241
S-001524,Stop 01524,R-0094,8,22.962193,72.857332
S-001525,Stop 01525,R-0094,9,22.965239,72.858453
S-001526,Stop 01526,R-0094,10,22.968679,72.859317
S-001527,Stop 01527,R-0094,11,22.976453,72.85255
S-001528,Stop 01528,R-0094,12,22.989659,72.846056
S-001529,Stop 01529,R-0094,13,22.995167,72.843485
S-001530,Stop 01530,R-0094,14,22.999132,72.849881
S-001531,Stop 01531,R-0094,15,23.004107,72.84181
S-001532,Stop 01532,R-0094,16,23.013427,72.843977
S-001533,Stop 01533,R-0094,17,23.015396,72.833768
S-001534,Stop 01534,R-0094,18,23.019837,72.834022
S-001535,Stop 01535,R-0094,19,23.034974,72.83821
S-001536,Stop 01536,R-0094,20,23.032895,72.833477
S-001537,Stop 01537,R-0094,21,23.043636,72.825741
S-001538,Stop 01538,R-0095,1,22.917652,72.560379
S-001539,Stop 01539,R-0095,2,22.9272,72.562953
S-001540,Stop 01540,R-0095,3,22.929949,72.567519
S-001541,Stop 01541,R-0095,4,22.938672,72.568513
S-001542,Stop 01542,R-0095,5,22.944396,72.572462
S-001543,Stop 01543,R-0095,6,22.948564,72.569167
S-001544,Stop 01544,R-0095,7,22.95886,72.576315
S-001545,Stop 01545,R-0095,8,22.962625,72.58008
S-001546,Stop 01546,R-0095,9,22.969559,72.582193
S-001547,Stop 01547,R-0095,10,22.980197,72.587908
S-001548,Stop 01548,R-0095,11,22.983005,72.591541
S-001549,Stop 01549,R-0095,12,22.992595,72.588385
S-001550,Stop 01550,R-0095,13,22.997121,72.595213
S-001551,Stop 01551,R-0095,14,23.000665,72.592048
S-001552,Stop 01552,R-0095,15,23.009529,72.596081
S-001553,Stop 01553,R-0095,16,23.016217,72.602465
S-001554,Stop 01554,R-0095,17,23.020957,72.602233
S-001555,Stop 01555,R-0095,18,23.033597,72.6004
S-001556,Stop 01556,R-0095,19,23.030988,72.605932
S-001557,Stop 01557,R-0095,20,23.037447,72.607127
S-001558,Stop 01558,R-0095,21,23.052829,72.608532
S-001559,Stop 01559,R-0095,22,23.060412,72.613304
S-001560,Stop 01560,R-0095,23,23.060359,72.62156
S-001561,Stop 01561,R-0095,24,23.073285,72.624757
S-001562,Stop 01562,R-0096,1,23.082008,72.817003
S-001563,Stop 01563,R-0096,2,23.077853,72.807769
S-001564,Stop 01564,R-0096,3,23.071983,72.803918
S-001565,Stop 01565,R-0096,4,23.065271,72.806784
S-001566,Stop 01566,R-0096,5,23.060362,72.795981
S-001567,Stop 01567,R-0096,6,23.056109,72.794654
S-001568,Stop 01568,R-0096,7,23.054038,72.786654
S-001569,Stop 01569,R-0096,8,23.044362,72.783257
S-001570,Stop 01570,R-0096,9,23.043657,72.780423
S-001571,Stop 01571,R-0096,10,23.043064,72.778099
S-001572,Stop 01572,R-0096,11,23.037511,72.767555
S-001573,Stop 01573,R-0096,12,23.030981,72.762506
S-001574,Stop 01574,R-0096,13,23.027884,72.761478
S-001575,Stop 01575,R-0096,14,23.022844,72.762412
S-001576,Stop 01576,R-0096,15,23.013629,72.757522
S-001577,Stop 01577,R-0096,16,23.00987,72.753557
S-001578,Stop 01578,R-0096,17,23.001974,72.747489
S-001579,Stop 01579,R-0096,18,23.003488,72.74381
S-001580,Stop 01580,R-0096,19,23.00054,72.737185
S-001581,Stop 01581,R-0096,20,22.992817,72.726918
S-001582,Stop 01582,R-0096,21,22.986981,72.7251
S-001583,Stop 01583,R-0096,22,22.982629,72.720706
S-001584,Stop 01584,R-0096,23,22.979199,72.7145
S-001585,Stop 01585,R-0096,24,22.9742,72.718472
S-001586,Stop 01586,R-0096,25,22.972416,72.711557
S-001587,Stop 01587,R-0097,1,23.19291,72.621471
S-001588,Stop 01588,R-0097,2,23.19506,72.623923
S-001589,Stop 01589,R-0097,3,23.185745,72.632493
S-001590,Stop 01590,R-0097,4,23.185023,72.638507
S-001591,Stop 01591,R-0097,5,23.175382,72.642302
S-001592,Stop 01592,R-0097,6,23.172288,72.650587
S-001593,Stop 01593,R-0097,7,23.170751,72.653709
S-001594,Stop 01594,R-0097,8,23.160298,72.658144
S-001595,Stop 01595,R-0097,9,23.159218,72.665094
S-001596,Stop 01596,R-0097,10,23.158662,72.670016
S-001597,Stop 01597,R-0097,11,23.146301,72.672728
S-001598,Stop 01598,R-0097,12,23.143366,72.682204
S-001599,Stop 01599,R-0097,13,23.140012,72.681773
S-001600,Stop 01600,R-0097,14,23.133575,72.689592
S-001601,Stop 01601,R-0097,15,23.126531,72.694676
S-001602,Stop 01602,R-0097,16,23.126367,72.704218
S-001603,Stop 01603,R-0097,17,23.116692,72.70531
S-001604,Stop 01604,R-0097,18,23.118402,72.715132
S-001605,Stop 01605,R-0097,19,23.111605,72.7168
S-001606,Stop 01606,R-0097,20,23.109802,72.720022
S-001607,Stop 01607,R-0097,21,23.102601,72.724538
S-001608,Stop 01608,R-0097,22,23.098219,72.729128
S-001609,Stop 01609,R-0097,23,23.093517,72.735991
S-001610,Stop 01610,R-0097,24,23.087518,72.740329
S-001611,Stop 01611,R-0098,1,22.958445,72.766109
S-001612,Stop 01612,R-0098,2,22.958409,72.751506
S-001613,Stop 01613,R-0098,3,22.956512,72.73693
S-001614,Stop 01614,R-0098,4,22.960652,72.724713
S-001615,Stop 01615,R-0098,5,22.959493,72.713096
S-001616,Stop 01616,R-0098,6,22.958079,72.705643
S-001617,Stop 01617,R-0098,7,22.95365,72.693166
S-001618,Stop 01618,R-0098,8,22.951408,72.679843
S-001619,Stop 01619,R-0098,9,22.956848,72.662283
S-001620,Stop 01620,R-0098,10,22.950904,72.652523
S-001621,Stop 01621,R-0098,11,22.956081,72.643697
S-001622,Stop 01622,R-0098,12,22.947708,72.631899
S-001623,Stop 01623,R-0098,13,22.946248,72.617073
S-001624,Stop 01624,R-0098,14,22.947866,72.609542
S-001625,Stop 01625,R-0098,15,22.950742,72.597499
S-001626,Stop 01626,R-0098,16,22.94332,72.585364
S-001627,Stop 01627,R-0098,17,22.948611,72.566837
S-001628,Stop 01628,R-0099,1,23.078228,72.618601
S-001629,Stop 01629,R-0099,2,23.076461,72.625102
S-001630,Stop 01630,R-0099,3,23.067672,72.629887
S-001631,Stop 01631,R-0099,4,23.057969,72.647426
S-001632,Stop 01632,R-0099,5,23.055866,72.653635
S-001633,Stop 01633,R-0099,6,23.044935,72.664484
S-001634,Stop 01634,R-0099,7,23.041866,72.668912
S-001635,Stop 01635,R-0099,8,23.04054,72.672948
S-001636,Stop 01636,R-0099,9,23.034218,72.68507
S-001637,Stop 01637,R-0099,10,23.024677,72.700227
S-001638,Stop 01638,R-0099,11,23.025718,72.701778
S-001639,Stop 01639,R-0099,12,23.010832,72.710347
S-001640,Stop 01640,R-0099,13,23.008362,72.726521
S-001641,Stop 01641,R-0099,14,23.008673,72.734715
S-001642,Stop 01642,R-0099,15,23.002539,72.73628
S-001643,Stop 01643,R-0099,16,22.990745,72.746705
S-001644,Stop 01644,R-0099,17,22.982979,72.758826
S-001645,Stop 01645,R-0099,18,22.981092,72.767059
S-001646,Stop 01646,R-0099,19,22.978891,72.775896
S-001647,Stop 01647,R-0099,20,22.968616,72.783511
S-001648,Stop 01648,R-0100,1,23.181878,72.819228
S-001649,Stop 01649,R-0100,2,23.170983,72.81302
S-001650,Stop 01650,R-0100,3,23.165275,72.806451
S-001651,Stop 01651,R-0100,4,23.164138,72.810533
S-001652,Stop 01652,R-0100,5,23.162868,72.803089
S-001653,Stop 01653,R-0100,6,23.15681,72.802705
S-001654,Stop 01654,R-0100,7,23.146629,72.80489
S-001655,Stop 01655,R-0100,8,23.150551,72.793852
S-001656,Stop 01656,R-0100,9,23.145641,72.799039
S-001657,Stop 01657,R-0100,10,23.135003,72.792908
S-001658,Stop 01658,R-0100,11,23.136831,72.785986
S-001659,Stop 01659,R-0100,12,23.126038,72.791065
S-001660,Stop 01660,R-0100,13,23.12565,72.787391
S-001661,Stop 01661,R-0100,14,23.122698,72.781344
S-001662,Stop 01662,R-0100,15,23.113526,72.7791
S-001663,Stop 01663,R-0100,16,23.114269,72.781079
S-001664,Stop 01664,R-0100,17,23.109781,72.772343
S-001665,Stop 01665,R-0100,18,23.103756,72.768139
S-001666,Stop 01666,R-0100,19,23.09333,72.772163
S-001667,Stop 01667,R-0100,20,23.09312,72.764675
S-001668,Stop 01668,R-0100,21,23.088187,72.761782
S-001669,Stop 01669,R-0101,1,23.091599,72.858626
S-001670,Stop 01670,R-0101,2,23.09392,72.842249
S-001671,Stop 01671,R-0101,3,23.098302,72.818998
S-001672,Stop 01672,R-0101,4,23.105485,72.793118
S-001673,Stop 01673,R-0101,5,23.106472,72.766582
S-001674,Stop 01674,R-0101,6,23.113207,72.740431
S-001675,Stop 01675,R-0101,7,23.114567,72.718965
S-001676,Stop 01676,R-0101,8,23.125828,72.700219
S-001677,Stop 01677,R-0101,9,23.129477,72.669276
S-001678,Stop 01678,R-0101,10,23.130524,72.645164
S-001679,Stop 01679,R-0101,11,23.129692,72.620992
S-001680,Stop 01680,R-0101,12,23.141029,72.5997
S-001681,Stop 01681,R-0101,13,23.141488,72.578271
S-001682,Stop 01682,R-0101,14,23.147821,72.556354
S-001683,Stop 01683,R-0101,15,23.147265,72.531326
S-001684,Stop 01684,R-0102,1,23.072964,72.614386
S-001685,Stop 01685,R-0102,2,23.068129,72.624586
S-001686,Stop 01686,R-0102,3,23.057076,72.633703
S-001687,Stop 01687,R-0102,4,23.051731,72.636097
S-001688,Stop 01688,R-0102,5,23.038759,72.648703
S-001689,Stop 01689,R-0102,6,23.03942,72.661334
S-001690,Stop 01690,R-0102,7,23.026075,72.666358
S-001691,Stop 01691,R-0102,8,23.026432,72.669794
S-001692,Stop 01692,R-0102,9,23.013444,72.685475
S-001693,Stop 01693,R-0102,10,23.012172,72.688145
S-001694,Stop 01694,R-0102,11,22.999918,72.703513
S-001695,Stop 01695,R-0102,12,22.996235,72.70595
S-001696,Stop 01696,R-0102,13,22.983139,72.714458
S-001697,Stop 01697,R-0102,14,22.98364,72.726836
S-001698,Stop 01698,R-0102,15,22.976463,72.732994
S-001699,Stop 01699,R-0102,16,22.966863,72.737686
S-001700,Stop 01700,R-0102,17,22.958385,72.747001
S-001701,Stop 01701,R-0102,18,22.952208,72.762569
S-001702,Stop 01702,R-0102,19,22.944794,72.765979
S-001703,Stop 01703,R-0102,20,22.935541,72.77072
S-001704,Stop 01704,R-0103,1,23.049042,72.534303
S-001705,Stop 01705,R-0103,2,23.038674,72.538421
S-001706,Stop 01706,R-0103,3,23.03267,72.547488
S-001707,Stop 01707,R-0103,4,23.032756,72.555232
S-001708,Stop 01708,R-0103,5,23.024384,72.5552
S-001709,Stop 01709,R-0103,6,23.011857,72.565155
S-001710,Stop 01710,R-0103,7,23.00786,72.572596
S-001711,Stop 01711,R-0103,8,23.001586,72.581966
S-001712,Stop 01712,R-0103,9,22.996377,72.590249
S-001713,Stop 01713,R-0103,10,22.988563,72.591255
S-001714,Stop 01714,R-0103,11,22.985974,72.603268
S-001715,Stop 01715,R-0103,12,22.977461,72.607438
S-001716,Stop 01716,R-0103,13,22.966822,72.616227
S-001717,Stop 01717,R-0103,14,22.960625,72.621357
S-001718,Stop 01718,R-0103,15,22.956547,72.624028
S-001719,Stop 01719,R-0103,16,22.953553,72.632092
S-001720,Stop 01720,R-0103,17,22.945647,72.635502
S-001721,Stop 01721,R-0103,18,22.934213,72.643052
S-001722,Stop 01722,R-0103,19,22.932638,72.650252
S-001723,Stop 01723,R-0103,20,22.924514,72.662971
S-001724,Stop 01724,R-0103,21,22.918878,72.661172
S-001725,Stop 01725,R-0103,22,22.915785,72.67019
S-001726,Stop 01726,R-0104,1,23.18811,72.833802
S-001727,Stop 01727,R-0104,2,23.184312,72.831537
S-001728,Stop 01728,R-0104,3,23.181848,72.83634
S-001729,Stop 01729,R-0104,4,23.174039,72.843848
S-001730,Stop 01730,R-0104,5,23.164556,72.839583
S-001731,Stop 01731,R-0104,6,23.157757,72.843312
S-001732,Stop 01732,R-0104,7,23.153387,72.842234
S-001733,Stop 01733,R-0104,8,23.152441,72.850031
S-001734,Stop 01734,R-0104,9,23.144698,72.846963
S-001735,Stop 01735,R-0104,10,23.137202,72.858111
S-001736,Stop 01736,R-0104,11,23.132453,72.853105
S-001737,Stop 01737,R-0104,12,23.132176,72.859347
S-001738,Stop 01738,R-0104,13,23.126016,72.860059
S-001739,Stop 01739,R-0104,14,23.124683,72.864018
S-001740,Stop 01740,R-0104,15,23.113348,72.858971
S-001741,Stop 01741,R-0104,16,23.112158,72.863928
S-001742,Stop 01742,R-0104,17,23.108175,72.870991
S-001743,Stop 01743,R-0104,18,23.101511,72.873309
S-001744,Stop 01744,R-0104,19,23.089303,72.871672
S-001745,Stop 01745,R-0104,20,23.0846,72.877646
S-001746,Stop 01746,R-0104,21,23.081399,72.875277
S-001747,Stop 01747,R-0104,22,23.074932,72.875318
S-001748,Stop 01748,R-0104,23,23.068142,72.881029
S-001749,Stop 01749,R-0105,1,22.916942,72.802345
S-001750,Stop 01750,R-0105,2,22.919569,72.805025
S-001751,Stop 01751,R-0105,3,22.928157,72.796736
S-001752,Stop 01752,R-0105,4,22.929995,72.795207
S-001753,Stop 01753,R-0105,5,22.934773,72.800171
S-001754,Stop 01754,R-0105,6,22.938669,72.789696
S-001755,Stop 01755,R-0105,7,22.946369,72.791774
S-001756,Stop 01756,R-0105,8,22.952674,72.78968
S-001757,Stop 01757,R-0105,9,22.953766,72.789027
S-001758,Stop 01758,R-0105,10,22.964665,72.790903
S-001759,Stop 01759,R-0105,11,22.963208,72.779529
S-001760,Stop 01760,R-0105,12,22.975059,72.778646
S-001761,Stop 01761,R-0105,13,22.982897,72.783641
S-001762,Stop 01762,R-0105,14,22.990018,72.777964
S-001763,Stop 01763,R-0105,15,22.988978,72.777605
S-001764,Stop 01764,R-0105,16,22.997628,72.770292
S-001765,Stop 01765,R-0105,17,22.998877,72.771174
S-001766,Stop 01766,R-0105,18,23.010379,72.769613
S-001767,Stop 01767,R-0105,19,23.013156,72.767953
S-001768,Stop 01768,R-0105,20,23.013763,72.76975
S-001769,Stop 01769,R-0105,21,23.022727,72.768314
S-001770,Stop 01770,R-0105,22,23.031086,72.759539
S-001771,Stop 01771,R-0105,23,23.032294,72.760731
S-001772,Stop 01772,R-0105,24,23.039529,72.762329
S-001773,Stop 01773,R-0106,1,23.093408,72.698147
S-001774,Stop 01774,R-0106,2,23.082838,72.695348
S-001775,Stop 01775,R-0106,3,23.079532,72.691832
S-001776,Stop 01776,R-0106,4,23.06655,72.691688
S-001777,Stop 01777,R-0106,5,23.059927,72.68866
S-001778,Stop 01778,R-0106,6,23.056727,72.681614
S-001779,Stop 01779,R-0106,7,23.048213,72.679162
S-001780,Stop 01780,R-0106,8,23.03891,72.675475
S-001781,Stop 01781,R-0106,9,23.032995,72.678774
S-001782,Stop 01782,R-0106,10,23.027608,72.671701
S-001783,Stop 01783,R-0106,11,23.021012,72.668356
S-001784,Stop 01784,R-0106,12,23.004216,72.672773
S-001785,Stop 01785,R-0106,13,23.002757,72.668747
S-001786,Stop 01786,R-0106,14,22.99479,72.661605
S-001787,Stop 01787,R-0106,15,22.98762,72.663741
S-001788,Stop 01788,R-0106,16,22.981772,72.659534
S-001789,Stop 01789,R-0106,17,22.969989,72.650184
S-001790,Stop 01790,R-0106,18,22.963571,72.652224
S-001791,Stop 01791,R-0106,19,22.954397,72.649159
S-001792,Stop 01792,R-0106,20,22.954116,72.644187
S-001793,Stop 01793,R-0106,21,22.94022,72.640534
S-001794,Stop 01794,R-0106,22,22.937634,72.644576
S-001795,Stop 01795,R-0106,23,22.931507,72.638622
S-001796,Stop 01796,R-0107,1,23.001931,72.781519
S-001797,Stop 01797,R-0107,2,22.993699,72.790243
S-001798,Stop 01798,R-0107,3,22.995211,72.809953
S-001799,Stop 01799,R-0107,4,22.991698,72.81886
S-001800,Stop 01800,R-0107,5,22.994507,72.830942
S-001801,Stop 01801,R-0107,6,22.994852,72.849493
S-001802,Stop 01802,R-0107,7,22.993174,72.860756
S-001803,Stop 01803,R-0107,8,22.981831,72.876953
S-001804,Stop 01804,R-0108,1,22.990513,72.62742
S-001805,Stop 01805,R-0108,2,22.998347,72.634198
S-001806,Stop 01806,R-0108,3,23.015178,72.630457
S-001807,Stop 01807,R-0108,4,23.023903,72.629562
S-001808,Stop 01808,R-0108,5,23.031225,72.637393
S-001809,Stop 01809,R-0108,6,23.032341,72.63893
S-001810,Stop 01810,R-0108,7,23.047057,72.63485
S-001811,Stop 01811,R-0108,8,23.051226,72.637024
S-001812,Stop 01812,R-0108,9,23.063095,72.643294
S-001813,Stop 01813,R-0108,10,23.073036,72.639699
S-001814,Stop 01814,R-0108,11,23.076452,72.639524
S-001815,Stop 01815,R-0108,12,23.093012,72.645383
S-001816,Stop 01816,R-0108,13,23.093005,72.646619
S-001817,Stop 01817,R-0108,14,23.106027,72.645311
S-001818,Stop 01818,R-0108,15,23.118518,72.652047
S-001819,Stop 01819,R-0108,16,23.123378,72.647127
S-001820,Stop 01820,R-0108,17,23.129304,72.655744
S-001821,Stop 01821,R-0108,18,23.140148,72.648736
S-001822,Stop 01822,R-0108,19,23.143584,72.658668
S-001823,Stop 01823,R-0108,20,23.152351,72.654878
S-001824,Stop 01824,R-0108,21,23.16126,72.656368
S-001825,Stop 01825,R-0108,22,23.175997,72.662769
S-001826,Stop 01826,R-0108,23,23.183798,72.662164
S-001827,Stop 01827,R-0108,24,23.190513,72.660226
S-001828,Stop 01828,R-0109,1,23.065952,72.667428
S-001829,Stop 01829,R-0109,2,23.058222,72.664423
S-001830,Stop 01830,R-0109,3,23.054985,72.665434
S-001831,Stop 01831,R-0109,4,23.04364,72.657984
S-001832,Stop 01832,R-0109,5,23.040847,72.664652
S-001833,Stop 01833,R-0109,6,23.031136,72.6588
S-001834,Stop 01834,R-0109,7,23.027033,72.660135
S-001835,Stop 01835,R-0109,8,23.018578,72.654139
S-001836,Stop 01836,R-0109,9,23.009897,72.659222
S-001837,Stop 01837,R-0109,10,23.007563,72.658529
S-001838,Stop 01838,R-0109,11,22.99905,72.655185
S-001839,Stop 01839,R-0109,12,22.995516,72.654866
S-001840,Stop 01840,R-0109,13,22.991423,72.6503
S-001841,Stop 01841,R-0109,14,22.976637,72.649309
S-001842,Stop 01842,R-0109,15,22.973584,72.647957
S-001843,Stop 01843,R-0109,16,22.965513,72.649813
S-001844,Stop 01844,R-0109,17,22.963584,72.642197
S-001845,Stop 01845,R-0109,18,22.952304,72.647888
S-001846,Stop 01846,R-0110,1,22.959326,72.721183
S-001847,Stop 01847,R-0110,2,22.985715,72.715571
S-001848,Stop 01848,R-0110,3,23.003522,72.709934
S-001849,Stop 01849,R-0110,4,23.027446,72.706835
S-001850,Stop 01850,R-0110,5,23.0527,72.700749
S-001851,Stop 01851,R-0110,6,23.068092,72.700606
S-001852,Stop 01852,R-0110,7,23.092318,72.695866
S-001853,Stop 01853,R-0110,8,23.112485,72.691452
S-001854,Stop 01854,R-0110,9,23.1353,72.681496
S-001855,Stop 01855,R-0110,10,23.158205,72.675469
S-001856,Stop 01856,R-0110,11,23.182611,72.675988
S-001857,Stop 01857,R-0111,1,23.078805,72.59668
S-001858,Stop 01858,R-0111,2,23.074773,72.59736
S-001859,Stop 01859,R-0111,3,23.069828,72.605128
S-001860,Stop 01860,R-0111,4,23.063291,72.613695
S-001861,Stop 01861,R-0111,5,23.059945,72.619341
S-001862,Stop 01862,R-0111,6,23.055145,72.622315
S-001863,Stop 01863,R-0111,7,23.047253,72.62532
S-001864,Stop 01864,R-0111,8,23.036836,72.631759
S-001865,Stop 01865,R-0111,9,23.034325,72.643584
S-001866,Stop 01866,R-0111,10,23.030472,72.649269
S-001867,Stop 01867,R-0111,11,23.022839,72.651893
S-001868,Stop 01868,R-0111,12,23.013003,72.659183
S-001869,Stop 01869,R-0111,13,23.008416,72.660749
S-001870,Stop 01870,R-0111,14,23.006575,72.667354
S-001871,Stop 01871,R-0111,15,22.999602,72.676816
S-001872,Stop 01872,R-0111,16,22.9947,72.685052
S-001873,Stop 01873,R-0111,17,22.98655,72.690501
S-001874,Stop 01874,R-0111,18,22.983132,72.692841
S-001875,Stop 01875,R-0111,19,22.9732,72.697783
S-001876,Stop 01876,R-0111,20,22.969419,72.706868
S-001877,Stop 01877,R-0111,21,22.955423,72.713018
S-001878,Stop 01878,R-0111,22,22.958335,72.70968
S-001879,Stop 01879,R-0111,23,22.948113,72.725123
S-001880,Stop 01880,R-0112,1,23.177491,72.688236
S-001881,Stop 01881,R-0112,2,23.147368,72.701429
S-001882,Stop 01882,R-0112,3,23.125094,72.712416
S-001883,Stop 01883,R-0112,4,23.101115,72.727878
S-001884,Stop 01884,R-0112,5,23.078875,72.745515
S-001885,Stop 01885,R-0112,6,23.054308,72.7556
S-001886,Stop 01886,R-0112,7,23.029542,72.777791
S-001887,Stop 01887,R-0112,8,23.010231,72.784916
S-001888,Stop 01888,R-0112,9,22.987942,72.804902
S-001889,Stop 01889,R-0112,10,22.955447,72.813747
S-001890,Stop 01890,R-0112,11,22.930397,72.83507
S-001891,Stop 01891,R-0113,1,22.983606,72.83864
S-001892,Stop 01892,R-0113,2,22.988023,72.819517
S-001893,Stop 01893,R-0113,3,23.004363,72.816001
S-001894,Stop 01894,R-0113,4,23.014878,72.803608
S-001895,Stop 01895,R-0113,5,23.024884,72.792141
S-001896,Stop 01896,R-0113,6,23.029763,72.779404
S-001897,Stop 01897,R-0113,7,23.043058,72.768265
S-001898,Stop 01898,R-0113,8,23.046754,72.75792
S-001899,Stop 01899,R-0113,9,23.054209,72.747909
S-001900,Stop 01900,R-0113,10,23.071082,72.739303
S-001901,Stop 01901,R-0113,11,23.076104,72.730702
S-001902,Stop 01902,R-0113,12,23.088814,72.711026
S-001903,Stop 01903,R-0113,13,23.093067,72.704778
S-001904,Stop 01904,R-0113,14,23.106013,72.695003
S-001905,Stop 01905,R-0113,15,23.121583,72.679256
S-001906,Stop 01906,R-0113,16,23.128906,72.672974
S-001907,Stop 01907,R-0113,17,23.139836,72.66447
S-001908,Stop 01908,R-0113,18,23.143675,72.651388
S-001909,Stop 01909,R-0113,19,23.155753,72.641574
S-001910,Stop 01910,R-0113,20,23.16261,72.631035
S-001911,Stop 01911,R-0113,21,23.176433,72.62067
S-001912,Stop 01912,R-0113,22,23.186275,72.608629
S-001913,Stop 01913,R-0113,23,23.194869,72.598622
S-001914,Stop 01914,R-0114,1,23.052822,72.846839
S-001915,Stop 01915,R-0114,2,23.058291,72.841601
S-001916,Stop 01916,R-0114,3,23.065769,72.821666
S-001917,Stop 01917,R-0114,4,23.069837,72.813938
S-001918,Stop 01918,R-0114,5,23.075533,72.791646
S-001919,Stop 01919,R-0114,6,23.085815,72.781757
S-001920,Stop 01920,R-0114,7,23.088184,72.769441
S-001921,Stop 01921,R-0114,8,23.094027,72.753693
S-001922,Stop 01922,R-0114,9,23.103482,72.738939
S-001923,Stop 01923,R-0114,10,23.110542,72.721937
S-001924,Stop 01924,R-0114,11,23.117632,72.705103
